ID	Status	Reason	Top_Hit
74178c08-1897-4eb7-89b2-b56eafaff778_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Pseudogymnoascus pannorum culture CBS:127175 strain CBS 127175 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~80%
6506571c-0eaf-429e-a766-1e253afce022_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured zygomycete clone 4S1_C04 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~80%
0ed2d1c7-d171-4371-aeba-b1428cb9ef47_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured Uromyces sp. clone sw-xj209 16S ribosomal RNA gene, partial sequence ~80%
c6b476f1-7f1d-4cdb-8148-3c8c7bdcbf3f_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Trichocladium griseum isolate F_HROOT1_10399 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~83%
7119f6db-18ac-4fa1-bfc8-aa84d8721f50_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured fungus clone CMH567 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~83%
be8ba175-9aed-4942-8dbd-b29e2c88695f_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Penicillium sp. isolate PEF17 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence >gi|2602572130|gb|OR733581.1| Penicillium sp. isolate PEF18 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~80%
773cbdaa-93e7-4cce-9ab7-8e4c7c083b8d_x_af591219_c9d44752_0_trimmed	Included	Fungal	Mucor sp. M7 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA ~88%
42383e3f-0ee5-401a-96d3-b14ba0550fbc_x_af591219_c9d44752_0_trimmed	Included	Fungal	Mucor sp. isolate 9b small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~92%
24e6762f-e06b-41a0-bcbc-7852e3a96025_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Rhizopus oryzae genes for 18S ribosomal RNA, internal transcribed spacer 1, 5.8S ribosomal RNA, internal transcribed spacer 2, 28S ribosomal RNA, partial and complete sequence, strain:1289 ~81%
87434b3e-197b-4356-a3da-4ccdf0dd30dc_x_af591219_c9d44752_0_trimmed	Included	Fungal	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04236 ~91%
