ID	Status	Reason	Top_Hit
8683d061-a63b-459c-871c-2f34f07ac96e_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured fungus clone 036A26836 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~87%
86e799a8-6731-496a-a44a-80642b528954_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured fungus clone 3993_656 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~69%
56b9f967-9c74-429e-8b7e-2ddea5cd1c6b_x_af591219_c9d44752_0_trimmed	Included	Fungal	Lenzites betulinus isolate CA FUNDIS iNaturalist # 191236174 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2927080338|gb|PV263473.1| Lenzites betulinus bio-material iNAT:233353651 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~94%
3e5cdad5-564d-4d73-ac04-bca764e28bf1_x_af591219_c9d44752_0_trimmed	Excluded	User skipped or timeout	N/A
cd0a5a3d-a2df-4800-81b0-91f3bc8862a4_x_af591219_c9d44752_0_trimmed	Included	Fungal	Rhodotorula kratochvilovae strain RCPF 984 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~95%
6aa52b19-d1b1-4957-b617-406b07021e55_x_af591219_c9d44752_0_trimmed	Included	Fungal	Zygotorulaspora mrakii type 1 protein phosphatase-activating protein SDS22 (HG535_0B06960), partial mRNA ~91%
3892c39a-c3c0-47a0-9ec7-b9448be91318_x_af591219_c9d44752_0_trimmed	Included	Fungal	Mortierella alpina GR7-1-20-1 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence ~93%
9d82ad1e-cdbf-4ed1-be0e-8e16d8d4d8ee_x_af591219_c9d44752_0_trimmed	Included	Fungal	Exophiala bergeri genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, strain: IFM 63561 ~86%
c1265ec9-8c83-4ca6-94cb-44a7dca2c2f9_x_af591219_c9d44752_0_trimmed	Included	Fungal	Cokeromyces recurvatus kinase-like domain-containing protein (BX663DRAFT_467636), partial mRNA ~91%
2721190c-4cdb-43d3-b5a0-fbb74f086a52_x_af591219_c9d44752_1_trimmed	Excluded	Low identity	Suillus clintonianus acetyl-CoA carboxylase (DEU56DRAFT_585841), mRNA ~83%
5e6aeb3a-4c1d-487c-960b-8d93fdff189b_x_af591219_c9d44752_1_trimmed	Included	Fungal	Eremothecium sinecaudum HBL281Cp (AW171_hschr2130), partial mRNA ~90%
f848a870-c961-4368-b29c-8bb209bdd4f2_x_af591219_c9d44752_1_trimmed	Included	Fungal	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04236 ~85%
691c8ff6-7a14-4f20-ba9a-c6badc5bfdc1_x_af591219_c9d44752_1_trimmed	Included	Fungal	Lichtheimia ornata uncharacterized protein (O0I10_008833), partial mRNA ~96%
3c25a890-7e60-4400-84f8-8426aed2cbf1_x_af591219_c9d44752_1_trimmed	Included	Fungal	Peziza sp. 'varia-IN02' isolate CA FUNDIS iNaturalist # 154027220 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
544ffb95-d496-4a08-9ae5-c1a859557c2c_x_af591219_c9d44752_1_trimmed	Included	Fungal	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~97%
73386722-dc79-4a14-b2e1-925d062232c6_x_af591219_c9d44752_1_trimmed	Included	Fungal	Fungal endophyte isolate 5064_1039 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~87%
