ID	Status	Reason	Top_Hit
8b6dbbc9-5b78-4c55-a788-9ae8b9de10c4_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Polyporales sp. 2 SR-2012 strain 1237 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~81%
bd5f7de2-ec38-4971-9698-c5a9aff09ef9_x_af591219_c9d44752_0_trimmed	Included	Fungal	Rhizopus oryzae strain CAF276 16S ribosomal RNA gene, partial sequence ~87%
21f0c653-7077-4dd1-b189-9e783c8baefd_x_af591219_c9d44752_0_trimmed	Included	Fungal	Rhodotorula kratochvilovae culture CBS:332 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~88%
d2cd11b7-8b89-47aa-86dd-0b7edd2a0d3f_x_af591219_c9d44752_0_trimmed	Included	Fungal	Epithele typhae strain CBS 203.58 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~94%
ca34707d-1089-4aac-9a24-59e8ac5f6237_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Basidiomycota sp. isolate 156719452 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~80%
12b46acb-771f-4929-84f1-e0afd580d8c8_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Hyphodontia pallidula voucher Kotiranta_18839 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~77%
3404884b-79c3-43c6-b38f-e8f79a18da60_x_af591219_c9d44752_0_trimmed	Included	Fungal	Lenzites betulinus isolate CA FUNDIS iNaturalist # 191236174 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2927080338|gb|PV263473.1| Lenzites betulinus bio-material iNAT:233353651 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~97%
b845990e-da31-488f-b9e6-22a08fc3ff76_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Phlebia acerina culture CBS:125860 strain CBS 125860 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~84%
c86a17ca-e7e4-4dae-8452-ad6b5b8a8d30_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured Sebacinales clone S21 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~83%
4cd2b327-33ed-4913-9a66-fb7c13635fd5_x_af591219_c9d44752_0_trimmed	Included	Fungal	Phlebia acerina isolate OMDL iNat # 192913777 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
8404b092-d725-49d8-b857-c2d17de7e804_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Phlebia centrifuga strain DSM 108282 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~84%
65e39adf-cd87-428f-8cf1-547a807af431_x_af591219_c9d44752_0_trimmed	Included	Fungal	Polyporales sp. 2 SR-2012 strain 1237 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~86%
54b8a72e-c07c-4b74-9166-c61b6faa27ec_x_af591219_c9d44752_0_trimmed	Included	Fungal	Crustodontia chrysocreas culture CBS:125889 strain CBS 125889 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
85e96d8f-bc7e-481f-a8b6-4a63c5cfc1eb_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Hypogymnia hypotrypella genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, specimen_voucher: HH-1 (APU) ~79%
8e8f8212-6f36-411a-a930-5b36f89da2c7_x_af591219_c9d44752_0_trimmed	Included	Fungal	Phlebia acerina isolate OMDL iNat # 192913777 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
611da204-57a3-5f66-a55d-8915457fe8bb_x_af591219_c9d44752_0_trimmed	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~91%
6c2bfb04-79f6-47f5-8588-64fdcab41d4a_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured fungus clone MOTU_670_GYUGVSB04JL50L 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~95%
f7a4d88b-0e08-41d8-b1e5-29e39c842373_x_af591219_c9d44752_0_trimmed	Included	Fungal	Fungal sp. isolate OTU_1674_3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~91%
7d8f25ed-a750-4bfd-8e4f-8b4e71229024_x_af591219_c9d44752_0_trimmed	Included	Fungal	Phlebia acerina culture CBS:125860 strain CBS 125860 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
03a72db4-2c10-43e7-9b1f-5dfb30339dae_x_af591219_c9d44752_0_trimmed	Included	Fungal	Bjerkandera adusta isolate CA FUNDIS iNaturalist # 235987831 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2962449730|gb|PV574481.1| Bjerkandera adusta isolate CA FUNDIS iNaturalist # 235987982 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~92%
a00bef7f-7a7f-4459-b8d2-05ae34d334e1_x_af591219_c9d44752_0_trimmed	Included	Fungal	Lenzites betulinus isolate CA FUNDIS iNaturalist # 191236174 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2927080338|gb|PV263473.1| Lenzites betulinus bio-material iNAT:233353651 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~92%
0f4e90a8-eefb-4ee6-a58b-fe52bef2504f_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Microidium phyllanthi isolate PU2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~80%
108c57b5-e67c-4468-8101-c05a238500f2_x_af591219_c9d44752_0_trimmed	Included	Fungal	Phlebia acerina culture CBS:125860 strain CBS 125860 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
9ba44157-f658-4986-afac-35dd33b64fc9_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Fungal endophyte isolate 5064_1039 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~73%
bc4562f3-0efc-4ecb-bd26-a8775b1832e9_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Arxiozyma heterogenica uncharacterized protein (PWA37_002277), partial mRNA ~73%
0008c575-c46d-4495-b9d0-7b048abecd39_x_af591219_c9d44752_0_trimmed	Included	Fungal	Phlebia acerina culture CBS:125860 strain CBS 125860 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
