ID	Status	Reason	Top_Hit
c76a3b65-278c-4243-a0e6-3895fba08c40_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Sparassis crispa 18S ribosomal RNA (SCP_r3200040), partial rRNA ~84%
d10fd13c-340a-4b76-b600-153aa8ee542b_x_af591219_c9d44752_0_trimmed	Included	Fungal	Ganoderma leucocontextum strain H4 intergenic spacer 2, partial sequence; 18S small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, 28S large subunit ribosomal RNA gene, intergenic spacer 1, 5S ribosomal RNA gene, and intergenic spacer 2, complete sequence; and 18S small subunit ribosomal RNA gene, partial sequence ~86%
80485c70-5657-48da-b3b3-3639a9fa385d_x_af591219_c9d44752_0_trimmed	Included	Fungal	Lenzites betulinus isolate CA FUNDIS iNaturalist # 191236174 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2927080338|gb|PV263473.1| Lenzites betulinus bio-material iNAT:233353651 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
e57f5e71-f00a-45a3-aef9-ccf7ba0bee30_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Basidiomycota sp. voucher 04-Aug-2014 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~80%
b25b3535-42b5-4a9d-bb80-d4425289e8f9_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured fungus clone CMH534 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~77%
6a35c0b2-3f08-4136-8edd-2dd50bce3d55_x_af591219_c9d44752_0_trimmed	Included	Fungal	Basidiomycota sp. isolate 163759063 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~97%
b499bcf3-8a61-4549-bd16-03b3476aae54_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Lopezaria versicolor isolate AFTOL-ID 108 18S ribosomal RNA gene, partial sequence ~83%
b3c2a063-32f9-4319-8c80-91c923dd58fc_x_af591219_c9d44752_0_trimmed	Included	Fungal	Lenzites betulinus isolate CA FUNDIS iNaturalist # 191236174 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2927080338|gb|PV263473.1| Lenzites betulinus bio-material iNAT:233353651 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~86%
70382dcc-5eef-449d-9d4d-5445e4fd003f_x_af591219_c9d44752_0_trimmed	Included	Fungal	Fungal endophyte isolate 5064_1039 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~95%
14c4d11d-66db-4ee9-88d4-d3e4173fa34f_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Ganoderma leucocontextum strain H4 intergenic spacer 2, partial sequence; 18S small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, 28S large subunit ribosomal RNA gene, intergenic spacer 1, 5S ribosomal RNA gene, and intergenic spacer 2, complete sequence; and 18S small subunit ribosomal RNA gene, partial sequence ~80%
1ac035e9-c232-470d-8af0-f16c969a10bf_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Basidiomycota sp. isolate 163759063 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~75%
8203791f-ff94-4964-83c2-f8b63b88ce8d_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	uncultured fungus genomic DNA sequence contains ITS1 ~74%
6b4ecc3b-4630-4504-87a6-e94b4080ba1e_x_af591219_c9d44752_0_trimmed	Included	Fungal	Penicillium sp. strain KUMCC 21-0762 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~92%
fdce0552-8717-4265-b1e7-0f02480d2aea_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured ectomycorrhizal fungus 18S rRNA gene (partial), 5.8S rRNA gene, 28S rRNA gene (partial), ITS1 and ITS2, clone SCE4 ~82%
95cff7c3-c4cc-48aa-a400-f22f5100c412_x_af591219_c9d44752_0_trimmed	Included	Fungal	Grifola frondosa isolate F-229 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
8bab8d7c-44e7-4774-b0de-1131cb6dc13a_x_af591219_c9d44752_0_trimmed	Included	Fungal	Trametes punicea strain CIRM-BRFM 1868 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
a26a8d10-0b05-4b06-b7cb-8d7c5d3a8e79_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured zygomycete clone MO1_E02 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~88%
325a0a96-4567-4379-9015-3898af23f22e_x_af591219_c9d44752_0_trimmed	Included	Fungal	Trametes sp. voucher hz0331 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
0e081cf3-1e11-494e-9ba7-ebcb7f4772a8_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured Pezizaceae clone Amb_18S_491 18S ribosomal RNA gene, partial sequence ~93%
2901296b-c0c6-4ceb-923c-0a541ccb7510_x_af591219_c9d44752_0_trimmed	Included	Fungal	Lenzites betulinus isolate OMDL iNat # 187554235 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
d44e74e5-7427-4ad0-bbd0-ac6e004fb935_x_af591219_c9d44752_1_trimmed	Included	Fungal	Polyporus sp. 'Audet' 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~90%
8becc772-a65f-4851-8df5-9995e2c2f6eb_x_af591219_c9d44752_1_trimmed	Included	Fungal	Lenzites betulinus isolate CA FUNDIS iNaturalist # 191236174 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2927080338|gb|PV263473.1| Lenzites betulinus bio-material iNAT:233353651 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
1b7e4d7f-edd8-410a-a03d-7dd77555b665_x_af591219_c9d44752_1_trimmed	Included	Fungal	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus00597 ~91%
10714c19-053f-4cf5-aa2e-46153f70fa1a_x_af591219_c9d44752_1_trimmed	Included	Fungal	Lenzites betulinus voucher NAMA 2017-091 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~85%
1881cafd-4a0a-45b6-be7e-22621a56ea44_x_af591219_c9d44752_1_trimmed	Excluded	Low identity	Uncultured fungus clone L049565D03 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~77%
