ID	Status	Reason	Top_Hit
1236633e-653c-4554-b653-2fd6b837a936_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~85%
e68d0264-a65d-4eec-b1eb-3c9bd3be5657_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Cladophialophora sp. isolate CaFl16 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~70%
04f1a2f1-b6c4-49b0-9832-502f35c444f4_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~78%
a6a31e7b-50b0-4fc7-8a22-ee3b8e79f46b_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Spizellomyces sp. isolate JEL0210 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~83%
570bf4ed-fc7f-4af7-8ed4-5b6d54ff0be7_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~86%
8684f8b8-eeea-43c9-bafb-30ef8409885c_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Spizellomyces sp. isolate JEL0210 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~83%
2a5bac55-95f8-4f28-b289-eade60d44915_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Spizellomyces sp. isolate JEL0210 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~79%
b5df6562-f1bf-4be8-9ac7-63e910773457_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Spizellomycetaceae sp. isolate JEL0617 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~79%
66b5993b-6870-4330-a8a2-b9f8686d08ff_x_af591219_c9d44752_0_trimmed	Excluded	User skipped or timeout	N/A
301001b5-1bbc-402c-b69d-3b763c0705dd_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured fungus clone 3993_750 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~79%
ba6cb878-55ff-4251-87da-ca6f4b2affbb_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured fungus clone 3993_750 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~79%
