ID	Status	Reason	Top_Hit
37edd7a4-c569-45b0-be00-1eaa0fd63d6b_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Fungal sp. clone ITS1_OTU_2778 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~75%
75e6ad05-32d9-4486-8bd1-ffe8dea30091_x_af591219_c9d44752_0_trimmed	Included	Fungal	Penicillium fellutanum isolate 40790-8W-3G-Fdi small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2916179381|gb|PV157031.1| Penicillium fellutanum isolate 41248-3W-4G-Fdi small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2916179388|gb|PV157038.1| Penicillium fellutanum isolate 46148-2W-1G-Sx small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
2a8cde15-03cb-4b33-bf3a-0ae73285d99a_x_af591219_c9d44752_0_trimmed	Included	Fungal	Exophiala oligosperma strain UNIJAG.PL.1410 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~92%
9b8b513f-303b-424d-a4ca-d2bd131a1f34_x_af591219_c9d44752_0_trimmed	Included	Fungal	Xylariales sp. isolate C03 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~87%
825a41d4-4190-4fff-b1ba-8e4b908c5ab9_x_af591219_c9d44752_0_trimmed	Included	Fungal	Holtermanniella takashimae isolate pCoJuP157 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
7593edce-46bc-474e-80b0-4a64e58add5b_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Fungal sp. MKOTU83 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~76%
0ed25ad6-ca19-4215-9206-c4f38e20a545_x_af591219_c9d44752_0_trimmed	Included	Fungal	Exophiala sp. 5H1-P3-P7-3 strain 5H1_P3_P7_3 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~93%
d4ae91a2-110b-4edc-9fd1-7bcc6173e93b_x_af591219_c9d44752_0_trimmed	Included	Fungal	Penicillium fellutanum isolate 40790-8W-3G-Fdi small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2916179381|gb|PV157031.1| Penicillium fellutanum isolate 41248-3W-4G-Fdi small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2916179388|gb|PV157038.1| Penicillium fellutanum isolate 46148-2W-1G-Sx small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~87%
d6be07b6-1af7-47f4-8156-782fc35882d9_x_af591219_c9d44752_0_trimmed	Included	Fungal	Anthracobia maurilabra isolate iNat39552154 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~90%
69958f8e-883c-4bcf-b06f-db35df92c5d7_x_af591219_c9d44752_0_trimmed	Included	Fungal	Penicillium glabrum isolate M-65 small subunit ribosomal RNA gene, partial sequence ~96%
