ID	Status	Reason	Top_Hit
fc5d1923-85fc-4b1e-999e-8552f4c9c276_x_af591219_c9d44752_0_trimmed	Excluded	BLAST error: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>	N/A
4b396707-07bc-4bd8-af3f-b0ee5ceaa98f_x_af591219_c9d44752_0_trimmed	Excluded	BLAST error: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>	N/A
68bd7b09-90f5-4933-a261-3d400d9049cd_x_af591219_c9d44752_0_trimmed	Excluded	BLAST error: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>	N/A
7eec702b-49c5-40cc-b131-06abe2c9acfa_x_af591219_c9d44752_0_trimmed	Excluded	BLAST error: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>	N/A
1c0fb978-48fb-46ab-9112-daa6f987209a_x_af591219_c9d44752_0_trimmed	Included	Fungal	Aspergillus fumigatus small subunit ribosomal RNA ~96%
f498e70f-ed04-4129-afd4-707d8f615dad_x_af591219_c9d44752_0_trimmed	Excluded	BLAST error: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>	N/A
8f34f63e-5b1c-4b04-97df-62423ba634e3_x_af591219_c9d44752_0_trimmed	Included	Fungal	Bolbitius titubans voucher LE<RUS>:303580 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~90%
6e31d7df-1438-48b0-a4c3-5cdbafe5c057_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Sphaerosporella brunnea strain Sb_GMNB300 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~76%
058f0411-4efa-43e1-b887-2edacba30b94_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Sphaerosporella brunnea strain Sb_GMNB300 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~78%
023a829f-795f-4eb4-a237-016b35184571_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Aspergillus lentulus strain CN018C4 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~77%
33c3595c-441a-44b7-9111-e3b814f39894_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured Cladosporium clone USN4 18S ribosomal RNA gene, partial sequence ~91%
