ID	Status	Reason	Top_Hit
f70d4f3c-338e-4a65-8e9b-b5441c27be8c_x_af591219_c9d44752_0_trimmed	Included	Fungal	uncultured Pyronemataceae genomic DNA sequence contains ITS1 ~90%
156935ff-8e55-4e68-9f43-c6f12db408f1_x_af591219_c9d44752_0_trimmed	Included	Fungal	uncultured Pyronemataceae genomic DNA sequence contains ITS1 ~94%
5f036370-c367-4c97-b266-8a349f86e5af_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Ascomycota sp. DV-2018d culture CBS:122039 strain CBS 122039 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~84%
a1168c61-07ed-4172-a565-eefcceb8ec5c_x_af591219_c9d44752_0_trimmed	Included	Fungal	Ascomycota sp. DV-2018d culture CBS:122039 strain CBS 122039 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~89%
27d3cac4-0245-4992-9fb4-4a94f37a1050_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04273 ~79%
75922508-174a-48b7-849b-ec3ee9218d3f_x_af591219_c9d44752_0_trimmed	Included	Fungal	Ascomycota sp. DV-2018d culture CBS:122039 strain CBS 122039 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~86%
f62c3d5a-9368-4c8f-8081-69a63e0ec5e0_x_af591219_c9d44752_0_trimmed	Included	Fungal	Sordaria fimicola isolate 765B small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~95%
f321adb6-1f7d-494d-a5d9-2058e0a4a857_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured Pyronemataceae clone LTSP_EUKA_P4M04 18S ribosomal RNA, 18S-25/28S ribosomal RNA intergenic spacer, partial sequence ~88%
a8a96b65-43ae-4e53-817b-1083082b793d_x_af591219_c9d44752_0_trimmed	Included	Fungal	Ascomycota sp. DV-2018d culture CBS:122039 strain CBS 122039 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~87%
6779cbe8-dac2-4d3d-b3ce-e4993b9e32db_x_af591219_c9d44752_0_trimmed	Included	Fungal	Anthracobia maurilabra isolate iNat39552154 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~92%
841084ff-8551-4e02-b206-bbfa6656fc04_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured soil fungus clone MO1_H04 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~80%
be2c929c-40e6-48dd-bec9-9ff2bd9e4f93_x_af591219_c9d44752_0_trimmed	Included	Fungal	uncultured Pyronemataceae genomic DNA sequence contains ITS1 ~88%
81e3d79f-f9e0-437d-bb86-cf423adf6ef9_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Fungal sp. isolate OTU_1135_10 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~80%
ca896bc3-8d6f-4867-b47e-57bd1634dac1_x_af591219_c9d44752_0_trimmed	Excluded	User skipped or timeout	N/A
7dac48f9-0a10-46a3-a8ce-3a38496912e7_x_af591219_c9d44752_0_trimmed	Included	Fungal	Anthracobia maurilabra isolate iNat39552154 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~92%
446d170f-333f-4533-99ea-10229e4036bb_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Ascomycota sp. DV-2018d culture CBS:122039 strain CBS 122039 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~81%
467058fc-b8eb-4e23-8388-2df694e8f3c1_x_af591219_c9d44752_0_trimmed	Included	Fungal	Ascomycota sp. DV-2018d culture CBS:122039 strain CBS 122039 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~85%
