ID	Status	Reason	Top_Hit
95c91358-b97d-4cc5-b383-9fa63de26dd2_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Colletotrichum phormii kinase-like domain-containing protein (BDP81DRAFT_333030), partial mRNA ~82%
47856c08-a4e1-4156-9c0e-3f59b6250403_x_af591219_c9d44752_0_trimmed	Included	Fungal	[Candida] friedrichii JCM 9553 18S rRNA gene, partial sequence; from TYPE material >gi|4586719|dbj|AB013531.1| Candida friedrichii 18S rRNA gene, strain JCM 9553, partial sequence ~88%
b36790d0-525f-406a-98a1-5291edfb87f6_x_af591219_c9d44752_10_trimmed	Excluded	Low identity	Uncultured fungus clone KTF1361 internal transcribed spacer 1 and 5.8S ribosomal RNA gene, partial sequence ~77%
262c803a-5068-45c6-950f-aeb4c3e0d14d_x_af591219_c9d44752_10_trimmed	Included	Fungal	Colletotrichum spaethianum trafficking protein particle complex subunit 6B (ColSpa_12745), partial mRNA ~85%
a5ee459a-0b1e-4e31-a5cc-f54136d045ed_x_af591219_c9d44752_10_trimmed	Included	Fungal	Uncultured fungus clone ZBJ201110-26 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|1121643069|gb|KX515095.1| Uncultured fungus clone ZBJ201210-26 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~94%
ec99ae15-6f93-4269-a739-284468d22b59_x_af591219_c9d44752_10_trimmed	Included	Fungal	Penicillium waksmanii uncharacterized protein (N7481_011660), partial mRNA ~90%
8eb38d3c-5aca-4e5a-b19d-18119918b96c_x_af591219_c9d44752_10_trimmed	Included	Fungal	Exserohilum turcica Et28A uncharacterized protein (SETTUDRAFT_173493), partial mRNA ~87%
93682c55-0213-45ba-a9bf-cdbab881479b_x_af591219_c9d44752_10_trimmed	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1, 5.8S rRNA gene ~100%
def028a3-9bd5-4678-900f-73e2a24e9e55_x_af591219_c9d44752_11_trimmed	Included	Fungal	Uncultured Acaulospora 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), clone 964-2; ZS437_438 ~86%
28f7bbe0-46d4-408f-bb69-ab63f4bb05fb_x_af591219_c9d44752_11_trimmed	Included	Fungal	Uncultured fungus clone GL29074_177_G2647 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~85%
775c99aa-b33c-4adf-a079-add943f95f02_x_af591219_c9d44752_11_trimmed	Included	Fungal	Trichoderma virens isolate Ting Ho 20 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
483bc562-0215-44d5-944c-f8aba070b516_x_af591219_c9d44752_11_trimmed	Excluded	Low identity	Absidia sp. (in: mucoromycotan fungi) strain UoMAU379 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~76%
18331bad-2501-4e6d-8ae9-c0119f75a0ca_x_af591219_c9d44752_11_trimmed	Excluded	Low identity	Schizosaccharomyces octosporus yFS286 translation elongation factor eEF3 (SOCG_04132), mRNA ~82%
f039e88c-ceea-44ee-a52f-98d5631208e4_x_af591219_c9d44752_11_trimmed	Included	Fungal	Aspergillus pseudonomiae S-adenosyl-L-methionine-dependent methyltransferase (BDV37DRAFT_222020), mRNA ~100%
6e2f36a7-e7f3-435f-8bb9-26f784fc66b6_x_af591219_c9d44752_12_trimmed	Included	Fungal	Mucor sp. M7 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA ~94%
203d0f29-e488-46d4-9444-29d7ae9d331d_x_af591219_c9d44752_12_trimmed	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~90%
4cf6ad6c-5d34-44eb-b40e-1276e9ee5426_x_af591219_c9d44752_12_trimmed	Excluded	Low identity	Apiospora aurea glycoside hydrolase family 11 protein (PG986_014015), partial mRNA ~83%
919e71f8-ee4b-4eb5-aa03-74d67fa44c98_x_af591219_c9d44752_12_trimmed	Included	Fungal	Chaetomium fimeti uncharacterized protein (B0H64DRAFT_7404), mRNA ~96%
fff10f8a-4f11-4dfc-bfd6-b8f28b739ac9_x_af591219_c9d44752_12_trimmed	Excluded	Low identity	Penicillium sp. isolate PEF17 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence >gi|2602572130|gb|OR733581.1| Penicillium sp. isolate PEF18 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~80%
3bdb70be-32a5-47b1-9c9e-2a9cd02e9e2f_x_af591219_c9d44752_1_trimmed	Included	Fungal	Rhodotorula graminis WP1 uncharacterized protein (RHOBADRAFT_64830), partial mRNA ~86%
0c40c814-0bbb-4ce4-8e1a-332c36cee3ef_x_af591219_c9d44752_2_trimmed	Included	Fungal	Bolbitius titubans isolate CA FUNDIS iNaturalist # 198746603 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~95%
d9f854cf-6520-42b6-9e79-de0205c0dffa_x_af591219_c9d44752_2_trimmed	Excluded	Low identity	Colletotrichum destructivum Putative aspartate/ornithine carbamoyltransferase (CDEST_06695), mRNA ~82%
9220eee6-40ac-4f99-ae28-49f7839ff5a6_x_af591219_c9d44752_2_trimmed	Included	Fungal	Rhodotorula kratochvilovae strain RCPF 984 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~95%
402c8831-ee81-4490-842b-8fdbf7a2c728_x_af591219_c9d44752_2_trimmed	Excluded	Low identity	Uncultured fungus clone Fungi_Clone_88 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~74%
b3b9d3be-a9f9-4412-9caf-8be2f8ce504c_x_af591219_c9d44752_2_trimmed	Included	Fungal	Coniochaeta sp. isolate Naf1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~88%
716dec66-042f-4bda-8947-8e65debfa328_x_af591219_c9d44752_2_trimmed	Excluded	Low identity	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04171 ~83%
e0e11c95-de48-454f-b311-7c817443257f_x_af591219_c9d44752_3_trimmed	Included	Fungal	Candida parapsilosis uncharacterized protein (CPAR2_106830), partial mRNA ~89%
960884fd-f722-4044-85c4-a7719de19b98_x_af591219_c9d44752_3_trimmed	Excluded	Low identity	[Candida] sp. (uncertain placement) clone New.CleanUp.ReferenceOTU7984 internal transcribed spacer 1, partial sequence ~82%
069b3d19-9c06-4881-82f8-598c64272e0f_x_af591219_c9d44752_3_trimmed	Included	Fungal	Cordyceps militaris CM01 dihydroxyacetone kinase (CCM_03212), partial mRNA ~86%
968f5f62-8cb6-41f9-927c-831f2e22f6b5_x_af591219_c9d44752_4_trimmed	Excluded	Low identity	Neodothiora populina uncharacterized protein (AAFC00_007318), partial mRNA ~84%
12f815f8-9bdd-4727-ae4e-325a9fdbcd12_x_af591219_c9d44752_4_trimmed	Included	Fungal	Uncultured fungus clone AG_G_71 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~91%
bc6236ef-76aa-4f55-8cbc-afe23775c3bb_x_af591219_c9d44752_4_trimmed	Included	Fungal	Backusella ctenidia 18S ribosomal RNA gene, partial sequence ~91%
b8fddc9f-cbe0-4c40-8e5c-4d4c6b17effd_x_af591219_c9d44752_5_trimmed	Included	Fungal	uncultured Umbelopsis genomic DNA sequence contains ITS1, 5.8S rRNA gene, ITS2, isolate M04007con ~93%
c9dbc413-5657-4983-8c70-b26f412f287b_x_af591219_c9d44752_6_trimmed	Included	Fungal	Apiospora hydei gamma-glutamyltranspeptidase (PG997_011538), partial mRNA ~93%
40057cd1-5163-428f-a72f-96ad81ec3881_x_af591219_c9d44752_6_trimmed	Excluded	Low identity	Apiospora aurea uncharacterized protein (PG986_003126), partial mRNA ~79%
361ce9b1-6ef0-41e2-9fe3-a8053cc8c4fd_x_af591219_c9d44752_6_trimmed	Included	Fungal	Exophiala xenobiotica uncharacterized protein (PV05_10133), partial mRNA ~85%
21f04296-cdfd-4d47-8d60-37f1fee2a844_x_af591219_c9d44752_6_trimmed	Included	Fungal	Polychytrium aggregatum uncharacterized protein (BJ171DRAFT_496614), mRNA ~87%
9d3540c5-8463-4762-b691-9f6cace8793e_x_af591219_c9d44752_6_trimmed	Excluded	Low identity	Uncultured fungus clone GL29074_177_G2647 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~77%
