ID	Status	Reason	Top_Hit
f51d4a1d-b582-403a-91fc-188a4cd106dc	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~92%
1dcf2032-0b95-46ee-94d1-1d11209fab37_1	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~92%
5c91c978-faba-42de-b23d-29f1809b31c1	Included	Fungal	Uncultured fungus clone Singlet195 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~83%
68326c40-cf8b-4c93-aacf-4e7f209393ff	Included	Fungal	Penicillium glabrum isolate M-65 small subunit ribosomal RNA gene, partial sequence ~100%
7f8464cc-1842-41ff-a69e-0e749b1dfaae	Included	Fungal	Penicillium brevicompactum uncharacterized protein (N7506_008861), partial mRNA ~88%
a03ecaea-96df-425a-b795-065bd8c05ed5	Included	Fungal	Penicillium glabrum isolate M-65 small subunit ribosomal RNA gene, partial sequence ~100%
c6ef7b38-7b79-4c15-8d7c-4a9b6e0cbe64	Included	Fungal	Lipomyces chichibuensis flavin monooxygenase-like protein (V1513DRAFT_449675), mRNA ~93%
c7e9b511-49bb-461d-82ed-3d4b0ba28c6e	Excluded	Low identity	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~70%
4b671f2a-e1b1-4411-8bbf-503c74b6056c	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~88%
8cbf4ea0-fcb8-4186-954d-b9cebf026b01	Included	Fungal	Uncultured fungus isolate DGGE gel band f 26S ribosomal RNA gene, partial sequence ~88%
0791b4f4-4ef0-41d9-aa89-8d36495e95b0	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~90%
bd9da29f-ebef-4a29-9396-b441eeb6dfce	Included	Fungal	Mucor plumbeus strain S021IMR 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~90%
2178b3eb-4faf-4423-a4e3-739af3e0c6ba	Included	Fungal	Blastomyces dermatitidis ER-3 uncharacterized protein (BDCG_09410), mRNA ~85%
0f4a2bc3-602b-41e8-aea2-cf1101673f89	Included	Fungal	Neoroussoella solani strain SYNF472 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
6e334bc5-524a-4d40-b288-5017a14ae5dc	Included	Fungal	Parastagonospora nodorum strain Sn79 chromosome 19 ~95%
c35b2e0f-60dd-422e-97ca-01364759a583	Included	Fungal	Karlingiomyces sp. JEL93 isolate AFTOL-ID 629 28S ribosomal RNA gene, partial sequence ~76%
60236fc7-8999-40ef-a23c-0b0b4779be85	Included	Fungal	Uncultured fungus clone Singlet56 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~88%
ee7e8f79-1953-4903-bda9-a1a176faea3a	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~86%
b81acdf2-aa99-4bd6-b66e-167e4244c261	Included	Fungal	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~79%
5c8e27d9-1720-4718-8df1-d356787ead20	Included	Fungal	Uncultured fungus clone C1_AF7 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~92%
2d6cf623-cacf-409f-bcb0-431a9b4f7baf	Included	Fungal	Lecanoromycetes sp. voucher AAS collection number 00223A, Newsham collection small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
c0be712c-5151-4a8d-a803-fb0dc52bb69f	Excluded	Low identity	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~65%
181efe8a-b7aa-46ff-ac4f-c24fc401286f	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~91%
f28967cf-a13d-431f-b99a-efe69a119d7c	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~92%
a27a2d7e-2e94-426b-825f-0bff714967f5	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~90%
5acbc9a2-b98f-44e9-b96c-2ba022fd9765	Included	Fungal	Ramaria sp. 'IN18' isolate OMDL K. Canan iNaturalist # 10130419 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~83%
f0ff89e3-ec53-44d8-a0b7-ecc5517eb8fc	Included	Fungal	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus01181 ~86%
5fa9ed01-0224-4097-b95d-f2dc394abca3	Included	Fungal	Acremonium rutilum strain SYNF536 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
484176f0-30ea-4b78-a161-71e487d37ebe	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~93%
8ed4ba1a-c8b0-417a-80be-0d3d08087c69	Included	Fungal	Penicillium glabrum isolate M-65 small subunit ribosomal RNA gene, partial sequence ~100%
60f57940-cab9-41dc-986c-a43d2857db8e	Included	Fungal	Penicillium sp. strain G129_18 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~95%
79c2156d-1f61-4841-88d1-8f969ad81dfe	Included	Fungal	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~82%
0fe1a6bd-9df3-4b5f-be1a-26e374f2b6ee	Excluded	Low identity	Uncultured fungus clone OTU_1142_61_33191 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~74%
