ID	Status	Reason	Top_Hit
872b5ccb-a45a-406a-9ebc-54c7d93c734e_x_af591219_c9d44752_0_trimmed	Included	Fungal	Naganishia globosa isolate 93MAR small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~95%
a1dbb569-4acf-44e6-bd1a-cd199ee74508_x_af591219_c9d44752_0_trimmed	Included	Fungal	Penicillium glabrum isolate M-65 small subunit ribosomal RNA gene, partial sequence ~90%
e7cea80f-7bd3-411e-b037-4fedd7beaee0_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured fungus clone 036A29213 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~91%
b39ffc2f-e345-4f98-9c3c-54c959f94cef_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured fungus clone 036A29213 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~94%
bc2f0366-fe67-4f55-8995-2381380f0019_x_af591219_c9d44752_0_trimmed	Included	Fungal	Naganishia sp. isolate gToSPRCh166 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~94%
6d67ec8f-2d8e-4e2d-87e4-98ecca3c3dec_x_af591219_c9d44752_0_trimmed	Included	Fungal	Naganishia globosa isolate 115APRIL small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~86%
a66949d2-a5e3-4a4f-8ee5-d2d1d1f14fc0_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Uncultured ectomycorrhiza (Pyronemataceae) 1.1.a small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~82%
f0af9e4d-c366-4fb3-9099-bf553cabffa7_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Naganishia globosa isolate 115APRIL small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~81%
60e08a7a-e8f7-4490-9291-0ea3295cd864_x_af591219_c9d44752_0_trimmed	Included	Fungal	Piskurozyma sp. culture CPCC<CHN>:300357 small subunit ribosomal RNA gene, partial sequence ~86%
588af69f-66a1-4fab-a2e6-aa51bfa79a35_x_af591219_c9d44752_0_trimmed	Included	Fungal	Uncultured fungus clone GL29074_177_G2647 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~88%
16583333-00ed-42a9-814a-5def457df888_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Aspergillus vadensis CBS 113365 uncharacterized protein (BO88DRAFT_452749), partial mRNA ~83%
8679c4d9-617b-4765-b30a-a4cc99816c3c_x_af591219_c9d44752_0_trimmed	Excluded	Low identity	Naganishia globosa isolate 27MAR small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~75%
95277d59-1c32-42cf-bd09-2d21d43f7268_x_af591219_c9d44752_0_trimmed	Included	Fungal	Ascomycota sp. DV-2018d culture CBS:122039 strain CBS 122039 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~90%
1d1fba1e-365b-4875-97b4-914855d953cb_x_af591219_c9d44752_0_trimmed	Included	Fungal	Anthracobia maurilabra isolate iNat39552154 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~91%
56a534e0-1214-4cc0-b524-f2b5180b6a5d_x_af591219_c9d44752_0_trimmed	Included	Fungal	Naganishia randhawae isolate NWHC 46382-1563_3LNA small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~91%
bef92f72-744d-414a-9e00-3e9aeab7b608_x_af591219_c9d44752_0_trimmed	Included	Fungal	Ascomycota sp. DV-2018d culture CBS:122039 strain CBS 122039 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~86%
