ID	Status	Reason	Top_Hit
68596b66-6960-4e56-b404-ad5968f4d492	Included	Fungal	Colletotrichum gloeosporioides 16S small subunit ribosomal RNA gene, complete sequence ~100%
c76a3b65-278c-4243-a0e6-3895fba08c40	Included	Fungal	Sparassis crispa 18S ribosomal RNA (SCP_r3200040), partial rRNA ~84%
d7f53892-e3f0-4bb0-a226-c8b6c4c000be	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
e9fb6e3e-0829-41e7-be08-3c49b37e59fc	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
6d3cb93f-8add-4bf9-879d-5d797382eb26	Included	Fungal	Diaporthe citri uncharacterized protein (INS49_014001), partial mRNA ~87%
067251cc-8c31-48a8-9753-6a44b8c23a09	Included	Fungal	Coltricia sp. voucher SL1845 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~94%
528c87ff-8a6f-43ba-baac-3380384b4568	Included	Fungal	Uncultured Glomeromycotina clone T40504 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~84%
d10fd13c-340a-4b76-b600-153aa8ee542b	Included	Fungal	Ganoderma leucocontextum strain H4 intergenic spacer 2, partial sequence; 18S small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, 28S large subunit ribosomal RNA gene, intergenic spacer 1, 5S ribosomal RNA gene, and intergenic spacer 2, complete sequence; and 18S small subunit ribosomal RNA gene, partial sequence ~86%
80485c70-5657-48da-b3b3-3639a9fa385d	Included	Fungal	Lenzites betulinus isolate CA FUNDIS iNaturalist # 192303484 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
cf74c882-e21a-4252-81c9-64e4a88ed414	Included	Fungal	Uncultured Glomeromycota clone 001 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~86%
8e8c031b-a493-4d82-9d6d-0abc86a76e00	Included	Fungal	Basidiomycete symbiont of Cyphomyrmex rimosa 16S-like small subunit rRNA gene ~96%
e57f5e71-f00a-45a3-aef9-ccf7ba0bee30	Included	Fungal	Basidiomycota sp. voucher 04-Aug-2014 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~80%
b25b3535-42b5-4a9d-bb80-d4425289e8f9	Included	Fungal	Uncultured fungus clone CMH534 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~77%
6a35c0b2-3f08-4136-8edd-2dd50bce3d55	Included	Fungal	Basidiomycota sp. isolate 163759063 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~97%
801dcf10-fa40-49c5-a967-00503ceaf421	Included	Fungal	Rhodotorula sp. 'puyuhuapi' strain P39 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~93%
df2a5a1a-bb0d-442a-ad71-9de94b5017af	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
bfeeec29-257d-4549-90f5-756a62a9a362	Included	Fungal	Xenasma bisterigmatae voucher CLZhao 32542 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~83%
cd0e1a76-4cb0-458d-a4cb-aa07ec518565	Included	Fungal	Didymella sp. clone OTU811 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~100%
6f665339-2464-4ab8-ba65-96ff17d6a265	Included	Fungal	Aspergillus flavus putative amine oxidase (F9C07_10943), partial mRNA ~95%
c763649d-ecd0-47bb-8829-fe5db0bdc98d	Included	Fungal	Diplodia seriata isolate DsALM1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
2b747d87-0b3d-4835-a8ce-2ca9400cd3e6	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
cb41d232-acaa-46ad-a967-2940efd7fc70	Included	Fungal	Phellinus sp. YD-2015 isolate KP46A 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~84%
5f0a275e-e629-4135-bcd9-3d2ccbd872d0	Included	Fungal	Fungal sp. isolate OTU48 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S large subunit ribosomal RNA gene, partial sequence ~78%
9f205fdc-1a8f-4b97-b0a6-9dbab60d7848	Included	Fungal	Penicillium citrinum isolate ASOL1.ABK small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
3cb6041f-0032-4659-855d-31df468f7d92	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
80c87196-7233-4a32-a0e1-7577532740a6	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
7830506b-e818-47eb-a594-ee9d660998cb	Included	Fungal	Mucor circinelloides f. circinelloides strain WA0000017591 18S ribosomal RNA gene, partial sequence ~96%
f32c3aa5-4a8b-4d02-9d08-f2ddbf5fa010	Included	Fungal	Synchytrium microbalum uncharacterized protein (SmJEL517_g01502), partial mRNA ~87%
20066dbe-8de4-431e-b7c3-887987a1571f	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
92658b9c-794b-4d31-9a40-07e13bdb1777	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
1af9619d-4a6f-4808-bde9-8f21c75247c2	Included	Fungal	Uncultured soil fungus clone 4_C_H02 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~100%
ba413691-7d17-48c5-8179-e693ba89839d	Included	Fungal	Serendipita sp. isolate G.major_TPS_CLM1853 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
412d6583-2a11-4205-aa83-ca083a28b8c6	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
c3e74e92-f1de-4c8b-83f0-5332a3932e65	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
9c4e98bf-b701-47da-8093-1d0829e12c9d	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
3be3c0fb-748e-49e6-86c1-e23328ba3e41	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
e724f008-b6f9-4bae-876d-3e3b1eda46a3	Included	Fungal	Yamadazyma sp. strain NYNU 22830 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|2957962222|gb|PV539464.1| Yamadazyma sp. strain NYNU 221015 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~76%
b499bcf3-8a61-4549-bd16-03b3476aae54	Included	Fungal	Lopezaria versicolor isolate AFTOL-ID 108 18S ribosomal RNA gene, partial sequence ~83%
b1a479f3-664d-467d-9c1a-dbe80266f425	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
a48a8eb8-91b9-4432-af6a-25ae7e13ab2c	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
8bb6f221-810a-4671-85cb-3e830c6de42f	Included	Fungal	Fungal sp. isolate OTU_1936_2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~85%
a5c5ea88-a134-4f80-b87c-ea5c9f1e4471	Included	Fungal	Mucorales sp. AH-1999a 18S ribosomal RNA gene, complete sequence ~96%
b3c2a063-32f9-4319-8c80-91c923dd58fc	Included	Fungal	Lenzites betulinus isolate CA FUNDIS iNaturalist # 192303484 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~86%
a3dca3cd-7730-42c4-88b4-f9acf5732295	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
ab7ef435-cc78-40ba-bbf8-f231a9ced81a	Included	Fungal	Bactrocera tryoni clone OTU_79 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence >gi|1846256176|gb|MT527382.1| Uncultured fungus clone OTU_198 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~82%
8d012a45-b45c-4e9e-82ea-eec57349e78e	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
19271e35-79a0-4070-b690-07fff339a449	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
7a33922c-0278-4fcf-af17-586b0a360322	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
99a54977-1686-422b-87b5-6203ac28d076	Included	Fungal	Peniophora sp. strain MOF-6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
70382dcc-5eef-449d-9d4d-5445e4fd003f	Included	Fungal	Fungal endophyte isolate 5064_1039 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~95%
